Income,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Age,EducationOrdinalEncoded,Relationship_InRelationship,Relationship_NotInRelationship,Relationship_Undefined,ChildrenHome,RegencyInMonths,TotalSpent,DealSeeker,BuyerType_CatalogueBuyer,BuyerType_MixedBuyer,BuyerType_StoreBuyer,BuyerType_WebBuyer,VisitedWebsiteRecently,AcceptedOffer
58398,44,299,5,201,21,21,49,3,5,4,8,4,61,2,1,0,0,0,19,596,1,0,0,1,0,1,0
50272,75,99,13,66,43,8,4,3,4,1,5,7,32,2,1,0,0,1,17,233,1,0,0,1,0,1,0
76618,64,749,40,294,121,160,147,1,3,2,5,1,39,5,1,0,0,0,29,1511,0,0,0,1,0,1,0
87305,19,345,25,501,63,138,80,1,5,3,8,2,54,3,0,1,0,0,27,1152,0,0,0,1,0,1,1
25851,45,9,4,18,7,5,5,2,2,0,3,7,36,2,1,0,0,1,14,48,0,0,0,1,0,1,0
58710,77,440,81,368,0,122,174,6,11,5,9,6,44,2,0,1,0,1,21,1185,1,0,0,0,1,1,0
45160,9,8,2,5,3,0,3,1,1,0,2,7,56,2,0,1,0,1,9,21,0,0,0,1,0,1,0
74806,1,670,9,249,0,28,9,2,5,4,5,4,49,4,1,0,0,1,24,965,0,0,1,0,0,1,0
59111,90,524,0,134,28,28,155,1,11,1,8,7,60,2,1,0,0,0,22,869,0,0,0,0,1,1,0
18988,43,6,0,6,2,1,1,2,1,0,3,7,30,5,1,0,0,1,7,16,0,0,0,1,0,1,0
72190,79,597,166,597,172,166,249,1,5,6,4,3,49,2,1,0,0,0,22,1947,0,1,0,0,0,1,0
7500,19,7,0,12,13,7,32,5,4,1,2,9,38,2,1,0,0,1,35,71,1,0,0,0,1,1,1
44794,99,54,0,7,0,0,4,1,2,0,3,6,48,2,1,0,0,1,5,65,0,0,0,1,0,1,0
80395,62,445,25,706,80,76,48,1,6,5,12,2,59,2,1,0,0,0,13,1380,0,0,0,1,0,1,1
75012,41,294,142,218,164,58,151,1,3,8,11,1,38,4,0,1,0,0,11,1027,0,0,0,1,0,1,0
56962,60,292,3,77,10,3,26,7,6,3,5,7,49,4,1,0,0,1,13,411,1,0,0,0,1,1,0
89891,17,412,22,132,59,28,183,1,11,6,8,4,23,2,1,0,0,0,20,836,0,0,0,0,1,1,1
35946,24,8,0,3,0,0,0,1,0,0,3,5,65,5,0,1,0,1,15,11,0,0,0,1,0,1,0
53593,60,349,4,78,6,0,43,8,7,2,6,8,61,5,1,0,0,1,29,480,1,0,0,0,1,1,0
66373,57,328,9,124,12,24,109,7,4,2,10,3,36,2,1,0,0,1,13,606,1,0,0,1,0,1,0
45072,74,144,2,99,7,2,30,5,6,1,4,8,66,5,0,1,0,1,14,284,1,0,0,0,1,1,0
89694,22,1126,28,211,37,28,42,3,4,3,4,5,41,2,0,1,0,1,15,1472,1,0,1,0,0,1,1
72025,46,967,0,617,43,50,0,1,4,8,13,2,65,2,1,0,0,0,8,1677,0,0,0,1,0,1,1
67432,69,432,79,341,177,136,170,2,8,5,4,4,41,2,1,0,0,1,21,1335,0,0,0,0,1,1,0
70545,29,138,39,63,55,18,21,1,4,1,7,2,62,4,1,0,0,1,10,334,0,0,0,1,0,1,0
17487,37,0,0,1,7,4,6,1,1,0,2,7,25,1,1,0,0,1,21,18,0,0,0,1,0,1,0
62882,26,509,133,497,78,24,97,2,7,5,6,4,45,2,1,0,0,1,27,1338,0,0,0,0,1,1,0
64108,8,948,10,86,13,21,21,4,6,9,11,5,61,5,0,1,0,1,21,1099,1,0,0,1,0,1,0
34941,26,39,2,25,4,3,24,2,3,0,3,8,58,4,1,0,0,1,19,97,0,0,1,0,0,1,0
48767,79,28,1,21,3,0,10,3,2,1,3,5,64,5,0,1,0,1,12,63,1,0,0,1,0,1,0
38702,71,13,11,24,13,8,40,2,3,0,4,6,36,3,1,0,0,1,23,109,0,0,0,1,0,1,0
82224,83,307,26,360,138,31,40,1,6,9,5,3,50,2,1,0,0,0,11,902,0,1,0,0,0,1,1
83844,57,901,31,345,75,31,191,1,4,4,11,1,62,2,1,0,0,0,13,1574,0,0,0,1,0,1,1
17003,37,2,5,12,4,8,7,3,2,0,4,5,39,3,1,0,0,1,15,38,1,0,0,1,0,1,0
71163,30,283,17,372,138,106,44,1,3,8,12,1,19,2,0,1,0,0,4,960,0,0,0,1,0,1,0
33697,34,4,3,7,0,3,11,1,1,0,2,7,44,2,0,1,0,1,15,28,0,0,0,1,0,1,1
63564,0,769,80,252,15,34,65,1,10,10,7,6,60,3,1,0,0,0,11,1215,0,0,1,0,0,1,1
83443,89,518,42,742,55,56,84,1,6,10,5,2,42,5,1,0,0,0,12,1497,0,1,0,0,0,1,0
51518,92,350,8,66,17,4,4,2,3,2,10,3,56,5,1,0,0,1,21,449,0,0,0,1,0,1,0
58330,87,445,53,213,104,98,151,1,6,4,13,4,39,2,0,1,0,1,12,1064,0,0,0,1,0,1,0
80952,20,778,178,689,41,27,44,1,8,5,11,8,45,2,1,0,0,0,22,1757,0,0,0,1,0,1,1
75507,56,709,93,374,104,80,80,1,8,6,6,3,35,2,1,0,0,0,11,1440,0,0,0,0,1,1,0
63855,28,359,35,314,93,116,89,1,7,3,13,4,36,3,1,0,0,0,16,1006,0,0,0,1,0,1,0
62220,55,799,12,375,16,12,12,5,7,6,5,6,42,5,1,0,0,1,25,1226,1,0,0,0,1,1,1
58512,25,895,10,101,13,0,152,5,3,4,8,8,50,2,1,0,0,1,15,1171,1,0,0,1,0,1,0
40662,0,40,2,23,0,4,23,2,2,1,3,4,35,4,1,0,0,1,21,92,0,0,0,1,0,1,0
38829,86,76,0,7,0,0,16,1,3,2,2,5,55,5,1,0,0,1,7,99,0,0,0,0,1,1,0
35523,8,11,5,22,12,5,11,2,3,0,3,7,33,3,1,0,0,1,21,66,0,0,1,0,0,1,0
79146,33,245,16,223,21,43,16,2,8,1,8,6,47,2,0,1,0,1,8,564,0,0,1,0,0,1,0
78285,13,647,107,391,175,67,40,1,6,4,10,3,26,4,1,0,0,0,14,1427,0,0,0,1,0,1,0
31626,12,39,1,9,2,1,34,1,2,1,2,7,36,5,0,1,0,1,15,86,0,0,1,0,0,1,1
75127,92,203,35,305,46,17,227,1,2,11,5,1,62,2,0,1,0,0,7,833,0,1,0,0,0,1,0
48726,90,138,3,38,4,0,59,3,3,2,4,6,59,2,1,0,0,1,20,242,1,0,0,1,0,1,0
74985,8,587,51,898,247,0,86,1,3,6,7,2,37,2,1,0,0,0,25,1869,0,0,0,1,0,1,0
67430,6,595,97,291,127,133,121,1,11,5,12,6,27,2,1,0,0,0,31,1364,0,0,0,1,0,1,0
46891,91,43,12,23,29,15,61,1,2,1,4,4,49,3,1,0,0,1,23,183,0,0,0,1,0,1,0
62058,52,301,7,74,10,0,58,4,6,1,7,6,58,4,1,0,0,1,19,450,1,0,0,1,0,1,0
72063,3,180,32,348,76,32,90,2,5,2,12,2,35,2,1,0,0,1,22,758,0,0,0,1,0,1,0
78939,57,794,115,243,150,0,205,1,8,5,6,3,63,5,1,0,0,0,12,1507,0,0,0,0,1,1,0
42720,9,392,5,91,28,26,112,8,7,3,7,8,49,2,0,1,0,1,20,654,1,0,1,0,0,1,1
33622,22,39,1,22,3,4,12,3,2,0,4,7,42,2,1,0,0,1,20,81,1,0,0,1,0,1,0
6835,76,107,2,12,2,2,12,0,0,0,1,20,57,5,1,0,0,1,28,137,0,0,0,1,0,1,0
41452,86,13,0,3,0,0,0,1,1,0,2,7,61,2,1,0,0,1,19,16,0,0,0,1,0,1,0
40760,64,70,0,17,0,0,6,2,2,1,3,6,49,5,0,1,0,1,16,93,0,0,0,1,0,1,0
74250,90,680,11,392,75,0,0,1,2,11,4,1,56,5,1,0,0,0,11,1158,0,1,0,0,0,1,0
51124,79,26,1,11,0,1,4,2,1,0,3,3,59,4,0,1,0,1,12,43,0,0,0,1,0,1,0
72258,28,522,0,522,227,120,134,2,6,9,5,2,43,2,0,1,0,1,12,1525,0,1,0,0,0,1,0
71466,86,412,12,546,78,182,0,1,4,4,10,1,40,5,0,1,0,0,8,1230,0,0,0,1,0,1,0
36283,42,6,5,5,8,0,5,2,1,0,3,4,38,2,1,0,0,1,8,29,0,0,0,1,0,1,0
20587,39,2,3,6,4,1,9,1,1,1,2,7,44,2,0,1,0,1,2,25,0,0,0,1,0,1,0
30467,8,1,3,8,2,5,5,1,1,0,2,7,42,2,1,0,0,1,9,24,0,0,0,1,0,1,0
31590,40,6,2,15,6,6,3,1,1,0,3,8,42,2,1,0,0,1,18,38,0,0,0,1,0,1,0
20425,5,4,12,5,3,16,17,2,2,0,3,7,28,1,1,0,0,1,26,57,0,0,0,1,0,1,0
17144,96,18,2,19,0,2,6,5,3,0,4,7,54,4,1,0,0,1,10,47,1,0,0,1,0,1,0
42564,28,324,48,186,39,18,198,6,6,8,4,7,46,5,0,1,0,1,23,813,1,1,0,0,0,1,1
43783,22,327,9,125,25,4,139,6,7,1,8,7,36,4,1,0,0,1,7,629,1,0,0,1,0,1,1
40780,30,229,27,71,13,3,34,4,7,1,5,9,38,2,0,1,0,1,28,377,1,0,0,0,1,1,0
62847,45,521,168,706,80,76,61,1,3,6,4,2,69,4,1,0,0,0,23,1612,0,1,0,0,0,1,0
82017,58,184,23,446,30,23,23,1,5,4,7,2,57,5,1,0,0,0,29,729,0,0,0,1,0,1,1
16813,49,4,8,11,12,2,13,1,2,0,3,7,64,2,0,1,0,0,17,50,0,0,0,1,0,1,1
51267,37,183,2,64,7,2,12,4,3,3,5,4,36,2,1,0,0,1,14,270,1,0,0,1,0,1,0
46524,70,31,19,35,26,14,52,2,1,1,5,3,53,2,0,1,0,1,20,177,0,0,0,1,0,1,0
45183,33,219,3,60,12,9,12,1,4,1,7,7,52,4,0,1,0,0,23,315,0,0,0,1,0,1,1
70421,98,479,28,136,75,14,35,3,10,3,7,6,60,5,1,0,0,1,6,767,1,0,0,0,1,1,0
60161,17,584,44,212,46,8,177,3,11,4,8,8,49,3,0,1,0,1,26,1071,1,0,0,0,1,1,0
73926,54,627,91,597,159,91,15,1,6,5,12,3,41,2,1,0,0,0,23,1580,0,0,0,1,0,1,0
19329,39,24,1,16,12,2,5,3,4,0,3,8,46,2,1,0,0,1,12,60,1,0,0,0,1,1,0
61872,81,330,5,159,36,27,16,4,4,4,9,4,44,4,1,0,0,1,12,573,1,0,0,1,0,1,0
46984,71,19,1,10,2,1,8,1,1,0,3,5,58,2,0,1,0,1,21,41,0,0,0,1,0,1,0
34838,62,28,23,29,29,14,47,3,2,1,4,6,63,2,1,0,0,1,23,170,1,0,0,1,0,1,0
82716,8,606,148,228,15,148,22,1,6,8,13,2,70,5,0,1,0,0,19,1167,0,0,0,1,0,1,0
48192,76,1039,43,204,153,58,29,3,2,8,12,8,56,2,1,0,0,0,19,1526,1,0,0,1,0,1,1
49681,66,411,0,26,0,0,21,6,7,1,7,7,38,4,1,0,0,1,20,458,1,0,1,0,0,1,0
56850,83,34,1,19,2,7,0,1,1,1,3,2,43,4,1,0,0,1,9,63,0,0,0,1,0,1,0
55267,28,161,28,136,32,3,45,4,3,4,6,3,57,2,1,0,0,1,14,405,1,0,0,1,0,1,0
59666,87,623,53,178,23,17,133,7,3,2,8,8,42,2,1,0,0,1,21,1027,1,0,0,1,0,1,1
72504,43,604,26,470,123,161,94,2,5,9,6,2,42,2,0,1,0,1,19,1478,0,1,0,0,0,1,0
26872,0,3,10,8,3,16,32,1,1,1,2,6,33,2,1,0,0,0,14,72,0,0,0,1,0,1,0
21359,1,12,2,17,6,1,10,2,2,0,3,8,42,2,0,1,0,1,20,48,0,0,0,1,0,1,1
73170,1,184,174,256,50,30,32,1,5,4,6,2,39,2,0,1,0,0,7,726,0,0,0,1,0,1,0
52750,72,393,0,239,90,69,69,6,5,7,9,4,59,4,1,0,0,1,21,860,1,0,0,1,0,1,0
91820,72,410,73,747,76,161,30,0,5,5,12,1,28,5,1,0,0,0,13,1497,0,0,0,1,0,1,0
65968,12,376,9,83,19,4,4,2,5,4,7,3,44,5,1,0,0,1,1,495,0,0,0,1,0,1,0
30772,89,7,2,4,2,1,4,1,1,0,2,6,38,2,1,0,0,1,1,20,0,0,0,1,0,1,0
22507,67,68,0,226,51,157,68,3,10,2,4,9,60,2,0,1,0,0,25,570,1,0,0,0,1,1,0
65685,54,642,14,49,0,7,57,1,9,2,9,5,42,2,1,0,0,1,9,769,0,0,1,0,0,1,0
25804,34,8,7,9,13,6,12,2,2,0,3,8,36,3,1,0,0,1,23,55,0,0,0,1,0,1,0
76412,15,840,53,804,23,71,17,1,5,4,8,3,34,5,0,1,0,0,20,1808,0,0,0,1,0,1,1
22063,43,7,10,13,3,11,11,2,2,0,3,7,42,2,1,0,0,1,16,55,0,0,0,1,0,1,0
57091,0,464,5,64,7,0,37,1,7,3,7,5,53,2,0,1,0,0,6,577,0,0,1,0,0,1,1
22419,74,30,3,47,19,21,42,1,3,2,2,8,51,2,1,0,0,0,20,162,0,0,0,0,1,1,0
87771,61,1492,38,287,50,57,33,1,5,10,4,6,55,2,1,0,0,1,19,1957,0,1,0,0,0,1,1
78353,51,752,122,476,39,153,34,1,10,2,11,8,55,3,0,1,0,1,20,1576,0,0,0,1,0,1,0
93404,97,1279,15,287,20,0,15,3,3,4,7,5,60,2,1,0,0,1,18,1616,1,0,0,1,0,1,1
37859,75,22,1,8,2,1,2,2,1,0,3,8,52,2,0,1,0,1,13,36,0,0,0,1,0,1,0
80995,83,860,28,409,73,56,56,1,8,9,4,4,56,5,0,1,0,1,14,1482,0,1,0,0,0,1,0
16529,23,3,0,5,13,0,1,1,1,0,3,6,30,2,1,0,0,1,12,22,0,0,0,1,0,1,0
55412,65,10,5,28,11,1,8,1,2,0,3,5,38,5,0,1,0,1,13,63,0,0,0,1,0,1,0
48789,94,351,16,156,7,5,145,1,6,4,7,6,22,2,0,1,0,0,26,680,0,0,0,1,0,1,0
56575,42,421,5,90,0,16,10,3,7,3,7,5,47,5,1,0,0,1,20,542,1,0,1,0,0,1,0
25130,10,2,5,7,0,18,18,2,2,0,3,7,34,3,1,0,0,1,22,50,0,0,0,1,0,1,0
35441,94,25,1,9,2,1,1,2,1,0,3,8,47,2,1,0,0,1,22,39,0,0,0,1,0,1,0
71391,50,336,123,274,46,123,141,5,6,5,12,3,58,2,1,0,0,1,21,1043,1,0,0,1,0,1,0
49494,46,191,9,97,0,6,82,2,6,1,5,7,42,4,0,1,0,1,20,385,0,0,0,0,1,1,0
81702,98,563,50,774,28,31,187,1,7,7,12,3,34,2,0,1,0,0,27,1633,0,0,0,1,0,1,0
45889,42,31,0,6,0,1,8,1,1,0,3,6,34,3,0,1,0,1,22,46,0,0,0,1,0,1,0
56628,30,479,5,82,7,17,171,2,7,6,5,5,37,2,0,1,0,1,9,761,0,0,0,0,1,1,1
34026,11,18,6,15,12,8,17,3,2,1,3,5,64,2,1,0,0,1,19,76,1,0,0,1,0,1,0
40049,61,91,65,52,10,44,28,3,3,2,6,5,40,2,1,0,0,1,25,290,1,0,0,1,0,1,0
34176,12,5,7,24,19,14,20,4,3,0,4,6,26,2,0,1,0,1,1,89,1,0,0,1,0,1,0
19419,76,2,14,28,16,3,7,4,4,0,3,9,33,2,1,0,0,1,26,70,1,0,0,0,1,1,0
82504,2,362,50,431,134,35,54,1,3,6,7,1,54,3,1,0,0,0,17,1066,0,0,0,1,0,1,0
81205,43,724,74,929,97,55,130,1,5,6,7,2,44,2,1,0,0,0,11,2009,0,0,0,1,0,1,1
61618,27,605,91,399,0,45,205,2,3,6,8,3,23,3,0,1,0,0,27,1345,0,0,0,1,0,1,0
55284,60,547,7,140,0,7,63,3,7,5,8,5,58,4,0,1,0,1,24,764,1,0,0,1,0,1,0
49980,79,104,1,54,13,9,14,2,3,1,5,5,51,2,0,1,0,1,14,195,0,0,0,1,0,1,0
15072,96,8,2,15,0,10,18,4,3,1,3,5,34,2,1,0,0,1,15,53,1,0,1,0,0,1,0
49166,17,224,2,25,7,0,110,2,5,3,3,6,40,2,0,1,0,1,18,368,0,0,0,0,1,1,0
65324,0,384,0,102,21,32,5,3,6,2,9,4,60,5,1,0,0,1,2,544,1,0,0,1,0,1,0
82347,38,556,54,845,202,133,63,1,7,7,10,3,57,3,1,0,0,0,30,1853,0,0,0,1,0,1,1
30843,43,24,0,2,0,0,9,2,1,1,2,5,48,5,1,0,0,1,7,35,0,0,0,1,0,1,1
46374,1,408,0,21,0,0,17,3,7,1,7,8,40,5,1,0,0,1,9,446,1,0,1,0,0,1,1
60474,25,265,199,303,234,9,170,7,10,2,12,7,35,2,0,1,0,1,24,1180,1,0,0,1,0,1,0
38576,2,34,0,7,0,0,0,1,1,0,3,7,41,4,1,0,0,1,9,41,0,0,0,1,0,1,0
55357,66,374,64,116,84,25,64,3,6,2,11,5,29,2,1,0,0,1,22,727,1,0,0,1,0,1,0
37758,49,27,2,10,0,0,1,2,1,0,3,8,48,2,1,0,0,1,32,40,0,0,0,1,0,1,0
85710,5,600,20,350,29,30,33,1,6,9,10,2,25,3,1,0,0,0,20,1062,0,0,0,1,0,1,1
23228,71,13,2,18,6,1,0,2,2,0,3,8,45,2,1,0,0,1,11,40,0,0,0,1,0,1,0
44602,35,167,2,89,0,0,34,6,6,1,4,8,45,4,1,0,0,1,10,292,1,0,0,0,1,1,0
7500,94,0,2,3,4,1,5,1,0,0,3,6,27,2,1,0,0,0,16,15,0,0,0,1,0,1,0
38683,80,46,35,69,84,41,66,6,4,1,6,7,25,3,1,0,0,1,32,341,1,0,0,1,0,1,0
49514,61,88,39,78,58,13,93,2,6,1,4,7,39,3,0,1,0,1,12,369,0,0,0,0,1,1,0
57906,29,243,11,119,10,3,15,3,4,2,8,4,41,5,1,0,0,1,13,401,1,0,0,1,0,1,0
43456,0,275,11,68,25,7,7,3,5,1,8,5,48,4,0,1,0,1,21,393,1,0,0,1,0,1,0
19485,80,6,0,4,0,0,0,1,1,0,2,7,28,4,0,1,0,1,15,10,0,0,0,1,0,1,0
53172,54,121,62,90,68,20,125,3,2,3,8,3,36,2,1,0,0,1,19,486,1,0,0,1,0,1,0
30545,71,4,12,15,19,7,12,2,2,0,3,7,35,2,1,0,0,1,26,69,0,0,0,1,0,1,0
70123,27,1308,0,396,23,0,0,1,5,7,4,3,31,5,1,0,0,0,15,1727,0,1,0,0,0,1,1
62450,61,515,47,267,62,66,38,2,5,5,4,3,55,2,0,1,0,1,7,995,0,0,1,0,0,1,1
21675,55,4,0,16,17,4,4,3,4,0,3,7,38,2,1,0,0,1,2,45,1,0,0,0,1,1,0
42395,35,48,13,57,24,15,25,4,3,1,4,7,33,3,0,1,0,1,9,182,1,0,0,1,0,1,0
61346,34,562,58,168,43,16,142,1,5,7,10,3,36,4,1,0,0,1,18,989,0,0,0,1,0,1,0
80812,95,769,22,500,210,143,33,1,4,8,5,2,61,2,1,0,0,0,15,1677,0,1,0,0,0,1,1
42835,64,379,4,93,12,9,98,7,6,6,4,6,43,4,0,1,0,1,18,595,1,0,1,0,0,1,0
39922,30,29,12,59,19,1,36,2,3,0,4,8,31,2,1,0,0,1,22,156,0,0,0,1,0,1,0
86424,12,387,68,569,89,45,68,1,6,9,12,1,58,4,0,1,0,0,8,1226,0,0,0,1,0,1,0
17117,96,12,23,38,30,18,7,4,3,1,3,9,36,3,1,0,0,1,23,128,1,0,1,0,0,1,0
24762,16,6,10,12,3,15,40,3,3,1,2,8,42,2,0,1,0,1,3,86,1,0,0,0,1,1,1
35797,16,27,1,14,4,1,21,2,2,0,3,8,39,2,1,0,0,1,26,68,0,0,0,1,0,1,0
36627,78,9,1,5,0,0,1,1,0,0,3,5,39,2,0,1,0,1,17,16,0,0,0,1,0,1,0
51111,83,22,0,19,6,5,3,2,2,0,3,6,33,3,1,0,0,1,6,55,0,0,0,1,0,1,0
86857,96,899,102,838,133,102,40,1,5,6,10,2,42,5,0,1,0,0,24,2114,0,0,0,1,0,1,1
82072,67,889,55,685,168,92,129,1,3,2,13,1,44,5,1,0,0,0,22,2018,0,0,0,1,0,1,0
46231,87,189,2,55,0,5,12,4,6,1,4,9,61,5,0,1,0,1,25,263,1,0,0,0,1,1,0
42243,34,48,0,2,0,0,5,2,2,0,3,7,55,2,1,0,0,1,13,55,0,0,0,1,0,1,0
51195,46,230,14,156,82,24,58,8,9,2,5,8,52,2,1,0,0,1,24,564,1,0,0,0,1,1,0
68092,7,852,60,207,78,36,48,2,2,6,10,5,36,4,0,1,0,0,12,1281,0,0,0,1,0,1,0
31814,73,35,3,20,4,1,20,2,2,0,3,9,41,2,1,0,0,1,16,83,0,0,0,1,0,1,1
51390,54,205,20,47,23,2,56,6,5,2,5,5,49,4,0,1,0,1,28,353,1,0,1,0,0,1,0
76630,93,255,31,446,40,56,175,1,3,10,11,1,31,2,1,0,0,0,11,1003,0,0,0,1,0,1,0
26868,52,0,0,1,8,3,2,1,1,0,2,7,23,1,0,1,0,1,8,14,0,0,0,1,0,1,0
48948,53,437,8,206,160,49,42,2,7,10,5,6,71,5,0,1,0,0,24,902,0,1,0,0,0,1,1
55260,81,825,8,53,11,0,242,2,8,10,5,6,42,5,0,1,0,1,24,1139,0,1,0,0,0,1,0
64090,8,316,58,161,76,51,135,1,6,9,4,5,58,2,1,0,0,1,17,797,0,1,0,0,0,1,1
78331,97,756,138,354,160,169,61,2,10,6,7,4,56,2,0,1,0,1,11,1638,0,0,0,0,1,1,0
37087,50,194,55,134,15,0,3,3,4,2,8,6,40,5,1,0,0,1,13,401,1,0,0,1,0,1,0
21846,38,7,17,18,6,10,26,4,4,0,3,8,28,2,0,1,0,1,14,84,1,0,0,0,1,1,0
81320,61,183,33,493,59,103,57,1,4,3,10,2,56,2,1,0,0,0,19,928,0,0,0,1,0,1,0
54137,46,171,0,11,0,1,20,2,4,1,4,6,44,2,0,1,0,1,16,203,0,0,1,0,0,1,0
66825,73,243,101,405,29,40,40,1,4,5,6,2,47,2,1,0,0,0,17,858,0,0,0,1,0,1,0
57100,19,181,21,69,39,3,96,1,3,3,6,3,41,2,1,0,0,0,20,409,0,0,0,1,0,1,0
58917,10,151,7,89,0,7,28,5,4,1,6,5,45,2,1,0,0,1,21,282,1,0,0,1,0,1,0
85072,94,494,92,391,194,11,241,1,3,4,10,0,37,2,0,1,0,0,4,1423,0,0,0,1,0,0,0
86429,10,464,28,873,29,18,37,0,7,4,7,2,53,2,0,1,0,0,13,1449,0,0,1,0,0,1,1
45684,37,5,1,5,10,0,7,1,1,0,2,7,43,2,0,1,0,1,22,28,0,0,0,1,0,1,0
47889,94,29,0,29,0,5,4,1,2,0,3,5,40,2,1,0,0,1,9,67,0,0,0,1,0,1,0
45921,23,102,9,49,24,3,12,1,2,1,6,4,28,5,1,0,0,0,3,199,0,0,0,1,0,1,0
78420,75,604,28,674,91,28,28,1,3,10,8,1,48,5,0,1,0,0,18,1453,0,1,0,0,0,1,0
75114,40,571,12,523,63,60,24,1,3,10,5,2,22,2,1,0,0,0,17,1253,0,1,0,0,0,1,0
52278,24,953,0,71,0,0,174,6,10,5,10,8,51,5,0,1,0,1,23,1198,1,0,1,0,0,1,1
35641,11,63,3,67,8,9,28,2,3,1,4,7,42,4,1,0,0,1,17,178,0,0,0,1,0,1,1
95529,29,770,29,890,250,27,24,1,7,3,7,3,20,2,0,1,0,0,33,1990,0,0,1,0,0,1,1
62820,51,398,61,265,138,61,53,1,3,4,6,1,60,2,1,0,0,0,14,976,0,0,0,1,0,1,0
73113,86,741,19,154,50,9,28,1,3,4,7,2,54,4,1,0,0,0,12,1001,0,0,0,1,0,1,0
84169,9,1478,19,403,0,19,0,1,7,6,6,3,32,5,1,0,0,0,17,1919,0,0,0,0,1,1,1
42607,30,156,29,56,30,32,47,2,3,2,7,3,60,3,0,1,0,1,13,350,0,0,0,1,0,1,0
74637,73,960,64,464,146,0,16,1,6,9,9,3,60,5,0,1,0,0,19,1650,0,0,1,0,0,1,1
46015,25,38,0,2,0,0,6,1,1,0,3,7,59,5,1,0,0,1,8,46,0,0,0,1,0,1,1
72354,67,315,26,473,220,12,182,1,2,10,6,1,21,2,0,1,0,0,20,1228,0,1,0,0,0,1,0
39858,67,15,20,25,2,7,26,1,2,0,4,6,45,4,0,1,0,1,23,95,0,0,0,1,0,1,1
34469,58,19,6,20,0,5,12,3,1,1,4,4,66,5,1,0,0,1,9,62,1,0,0,1,0,1,0
83033,82,812,99,431,237,149,33,1,11,4,10,5,28,2,1,0,0,1,7,1761,0,0,0,0,1,1,1
24401,98,73,28,217,10,24,115,3,6,1,6,8,35,4,1,0,0,0,28,467,1,0,1,0,0,1,0
77583,93,372,23,384,250,12,108,1,4,5,9,2,36,2,1,0,0,0,3,1149,0,0,0,1,0,1,1
74116,53,871,111,704,145,55,166,1,4,4,10,2,32,3,0,1,0,0,12,2052,0,0,0,1,0,1,1
74293,66,375,152,335,93,91,81,1,5,4,6,2,21,2,0,1,0,0,9,1127,0,0,0,1,0,1,0
68397,6,760,80,466,17,13,80,1,6,9,5,3,38,5,1,0,0,1,13,1416,0,1,0,0,0,1,0
79632,42,471,0,510,99,21,12,1,6,4,9,2,40,5,1,0,0,0,5,1113,0,0,0,1,0,1,0
46107,78,31,9,27,16,9,33,1,1,1,4,3,25,2,0,1,0,1,3,125,0,0,0,1,0,1,0
64950,29,819,0,72,12,0,63,2,11,2,10,7,63,5,0,1,0,1,24,966,0,0,0,0,1,1,1
25443,82,1,4,3,8,9,7,1,1,0,3,8,25,1,1,0,0,1,24,32,0,0,0,1,0,1,0
75127,92,203,35,305,46,17,227,1,2,11,5,1,62,2,0,1,0,0,7,833,0,1,0,0,0,1,0
32892,78,26,0,15,2,1,2,2,3,0,3,8,43,5,1,0,0,1,7,46,0,0,1,0,0,1,0
71796,54,354,21,311,167,75,32,1,9,3,4,4,43,2,1,0,0,0,14,960,0,0,0,0,1,1,0
67536,45,1253,0,447,23,71,35,3,11,5,11,8,44,5,1,0,0,1,19,1829,1,0,1,0,0,1,1
55239,59,371,17,238,23,24,106,3,7,5,11,5,43,2,0,1,0,1,17,779,1,0,0,1,0,1,0
60554,8,588,7,76,110,15,15,2,8,4,9,6,39,5,0,1,0,1,15,811,0,0,0,1,0,1,0
64831,51,480,86,249,75,86,144,8,6,3,5,6,62,3,0,1,0,1,15,1120,1,0,0,0,1,1,0
56067,51,517,12,54,16,6,120,2,7,4,7,5,52,5,1,0,0,1,17,725,0,0,1,0,0,1,0
82025,76,267,98,606,48,70,98,1,3,2,6,1,31,2,0,1,0,0,19,1187,0,0,0,1,0,1,1
94384,62,1111,24,790,160,45,172,0,5,8,5,2,61,2,1,0,0,0,21,2302,0,1,0,0,0,1,1
14906,86,7,7,14,7,16,15,3,2,1,3,7,28,1,0,1,0,0,24,66,1,0,0,1,0,1,0
51563,60,1166,0,48,0,0,36,1,4,4,10,8,27,5,1,0,0,0,35,1250,0,0,0,1,0,1,1
57937,56,261,42,144,55,48,133,3,4,4,9,3,32,3,1,0,0,1,10,683,1,0,0,1,0,1,0
68274,83,135,25,51,23,25,46,2,4,2,5,3,35,2,0,1,0,1,15,305,0,0,0,1,0,1,0
39771,92,6,2,18,2,8,14,1,2,0,3,4,37,2,1,0,0,1,18,50,0,0,0,1,0,1,0
67893,31,711,28,142,49,18,47,2,3,2,9,8,39,3,0,1,0,1,35,995,0,0,0,1,0,1,0
27922,80,11,0,13,2,4,11,1,2,0,3,4,35,5,1,0,0,1,3,41,0,0,0,1,0,1,0
52190,39,42,0,17,0,0,18,3,2,1,3,5,38,5,1,0,0,1,5,77,1,0,0,1,0,1,1
